SMILES,Number
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,556
CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,557
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,558
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,559
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,560
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,561
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,562
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,563
CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,564
CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,565
C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,566
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,567
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,568
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,569
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,570
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,571
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],572
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,573
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,574
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,575
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,576
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,577
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,578
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,579
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,580
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,581
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,582
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,583
CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,584
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,585
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,586
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,587
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,588
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,589
Cc1ccc(=O)n(-c2ccccc2)c1,590
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,591
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,592
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,593
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,594
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,595
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,596
CC(C)Cc1ccc(C(C)C(=O)O)cc1,597
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,598
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,599
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,600
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,601
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,602
COc1ccc2cc(CCC(C)=O)ccc2c1,603
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,604
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,605
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,606
CC(C)(S)[C@@H](N)C(=O)O,607
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,608
Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,609
NCC(CC(=O)O)c1ccc(Cl)cc1,610
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,611
Oc1ncnc2[nH]ncc12,612
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,613
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,614
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,615
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,616
CC(O)(P(=O)(O)O)P(=O)(O)O,617
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,618
NCCC(O)(P(=O)(O)O)P(=O)(O)O,619
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,620
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,621
O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,622
N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2],623
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,624
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,625
CCN(CC)CCOC(=O)c1ccc(N)cc1,626
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,627
Cc1cccc(C)c1NC(=O)C1CCCCN1C,628
CCCl,629
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,630
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,631
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,632
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,633
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,634
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,635
COc1cccc(C2(O)CCCCC2CN(C)C)c1,636
O=C(ON1CCOCC1)c1ccccc1O,637
CC(=O)Nc1ccc(O)cc1,638
CN1CCOC(c2ccccc2)c2ccccc2C1,639
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,640
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O.CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,641
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,642
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,643
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,644
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,645
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,646
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,647
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,648
CCC1(c2ccccc2)C(=O)NCNC1=O,649
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,650
CCC1(C)CC(=O)NC1=O,651
CN1C(=O)CC(C)(c2ccccc2)C1=O,652
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,653
NC(=O)N1c2ccccc2C=Cc2ccccc21,654
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,655
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,656
CCCC(CCC)C(=O)O,657
C=CC(N)CCC(=O)O,658
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,659
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,660
NC(=O)OCC(COC(N)=O)c1ccccc1,661
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,662
CC[C@@H](C(N)=O)N1CCCC1=O,663
NS(=O)(=O)Cc1noc2ccccc12,664
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,665
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,666
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,667
N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,668
CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,669
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,670
CCNC(C)Cc1cccc(C(F)(F)F)c1,671
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,672
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,673
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,674
NC12CC3CC(CC(C3)C1)C2,675
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,676
CCCN(CCC)CCc1cccc2c1CC(=O)N2,677
CCCN[C@H]1CCc2nc(N)sc2C1,678
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,679
C#CCN(C)[C@H](C)Cc1ccccc1,680
C#CCN[C@@H]1CCc2ccccc21,681
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,682
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,683
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,684
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,685
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,686
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,687
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,688
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,689
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,690
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,691
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,692
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,693
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,694
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,695
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,696
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,697
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,698
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,699
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,700
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,701
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,702
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,703
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,704
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,705
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,706
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,707
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,708
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,709
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,710
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,711
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,712
O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,713
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,714
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,715
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,716
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,717
O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+],718
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,719
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,720
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,721
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,722
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,723
CCCC(C)(COC(N)=O)COC(N)=O,724
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,725
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,726
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,727
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,728
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,729
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,730
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,731
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,732
O=P(O)(O)OCC(Cl)(Cl)Cl,733
CNCCCN1c2ccccc2CCc2ccccc21,734
CN(C)CCCN1c2ccccc2CCc2ccccc21,735
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,736
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,737
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,738
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,739
CN(C)CCC=C1c2ccccc2CCc2ccccc21,740
CNCCC=C1c2ccccc2CCc2ccccc21,741
CN(C)CCC=C1c2ccccc2COc2ccccc21,742
CNCCCC12CCC(c3ccccc31)c1ccccc12,743
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,744
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,745
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,746
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,747
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,748
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,749
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,750
NNCCc1ccccc1,751
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,752
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,753
CN1CCN2c3ccccc3Cc3ccccc3C2C1,754
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,755
CN1CCN2c3ncccc3Cc3ccccc3C2C1,756
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,757
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,758
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,759
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,760
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,761
CN[C@]1(c2ccccc2Cl)CCCCC1=O,762
CC(N)Cc1ccccc1,763
COC(=O)C(c1ccccc1)C1CCCCN1,764
NC1=NC(=O)C(c2ccccc2)O1,765
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,766
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,767
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,768
C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,769
Cn1c(=O)c2c(ncn2C)n(C)c1=O,770
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,771
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,772
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,773
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,774
CC12CC3CC(C)(C1)CC(N)(C3)C2,775
CN(C)C(=O)Oc1ccc[n+](C)c1,776
CC(C[N+](C)(C)C)OC(N)=O,777
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,778
CN1CCC[C@H]1c1cccnc1,779
c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,780
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,781
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,782
CNCCc1ccccn1,783
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,784
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,785
Nc1nc2ccc(OC(F)(F)F)cc2s1,786
Nc1ccncc1N,787
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,788
Nc1ccncc1,789
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,790
Clc1ccc(CCCOCCCN2CCCCC2)cc1,791
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,792
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,793
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,794
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,795
COc1cc(NC(C)CCCN)c2ncccc2c1,796
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,797
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,798
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,799
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,800
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,801
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,802
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,803
CN1CCCN=C1/C=C/c1cccs1,804
c1ccc([C@H]2CN3CCSC3=N2)cc1,805
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,806
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,807
O=C(OCc1ccccc1)c1ccccc1,808
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,809
CCN(CC)C(=O)c1cccc(C)c1,810
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,811
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,812
c1ccc2c(CC3=NCCN3)cccc2c1,813
CNC[C@H](O)c1cccc(O)c1,814
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,815
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,816
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,817
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,818
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,819
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,820
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,821
CN[C@@H](C)[C@@H](O)c1ccccc1,822
OCc1ccc(Cl)cc1Cl,823
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,824
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,825
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,826
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,827
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,828
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,829
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,830
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,831
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,832
CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-],833
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.O.[Br-],834
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],835
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2.[Br-],836
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,837
Cn1c(=O)c2[nH]cnc2n(C)c1=O,838
Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,839
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,840
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,841
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,842
COc1ccccc1OCC(O)CO,843
CC(=O)N[C@@H](CS)C(=O)O,844
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,845
N[C@@H](CSCC(=O)O)C(=O)O,846
O=C(O)CSCC(=O)NC1CCSC1=O,847
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,848
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,849
CCN(CC)CCc1nc(-c2ccccc2)no1,850
CN(C)CCOC(c1ccccc1)c1ccccc1,851
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,852
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,853
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,854
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,855
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,856
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,857
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,858
CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,859
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,860
